order_id,order_date,ship_date,segment,city,region,category,product,quantity,unit_price,discount,sales,profit,ship_mode
10444,2024-05-16,2024-05-22,Regular,Mokopane,Limpopo,Footwear,Boots,8,222.94,0.2,1426.82,118.21,Click and Collect
10445,2024-07-22,2024-07-25,Wholesale,Mokopane,Limpopo,Kids Clothing,Denim Jeans,6,576.65,0.2,2767.92,626.98,Express
10446,2023-06-09,2023-06-12,Loyalty Member,East London,Eastern Cape,Kids Clothing,Swimwear,4,463.5,0.05,1761.3,360.69,Express
10447,2022-06-18,2022-06-19,Regular,Durban,KwaZulu-Natal,Kids Clothing,School Uniforms,8,268.27,0.1,1931.54,271.29,Standard
10448,2021-01-20,2021-01-26,Wholesale,Port Elizabeth,Eastern Cape,Footwear,School Shoes,2,525.78,0,1051.56,179.01,Express
10449,2022-02-23,2022-02-25,Loyalty Member,Soweto,Gauteng,Kids Clothing,Casual T-Shirts,5,481.37,0.15,2045.82,290.02,Express
10450,2023-01-13,2023-01-17,Regular,Johannesburg,Gauteng,Footwear,Sandals,8,124.39,0.05,945.36,214.1,Standard
10451,2024-02-05,2024-02-10,Loyalty Member,Durban,KwaZulu-Natal,Kids Clothing,Casual T-Shirts,5,141.68,0,708.4,68.64,Express
10452,2024-01-16,2024-01-18,Wholesale,Durban,KwaZulu-Natal,Footwear,Sneakers,3,446.03,0.2,1070.47,233.27,Standard
10453,2024-08-14,2024-08-18,Regular,Port Elizabeth,Eastern Cape,Kids Clothing,Pyjama Sets,8,150.81,0.15,1025.51,164.11,Standard
10454,2021-11-21,2021-11-22,Regular,Sandton,Gauteng,Kids Clothing,Swimwear,5,419.37,0,2096.85,446.78,Click and Collect
10455,2022-05-23,2022-05-27,Loyalty Member,Mthatha,Eastern Cape,Kids Clothing,Pyjama Sets,8,464.02,0,3712.16,328.78,Standard
10456,2022-08-13,2022-08-14,Regular,Richards Bay,KwaZulu-Natal,Kids Clothing,Swimwear,8,581.95,0,4655.6,413.84,Standard
10457,2021-07-04,2021-07-06,Regular,Mthatha,Eastern Cape,Accessories,Belts,3,466.94,0.05,1330.78,401.84,Standard
10458,2022-08-21,2022-08-22,Regular,Johannesburg,Gauteng,Footwear,School Shoes,3,411.66,0.1,1111.48,307.85,Standard
10459,2022-10-03,2022-10-10,Regular,Port Elizabeth,Eastern Cape,Footwear,Sandals,2,499.27,0.2,798.83,128.58,Express
10460,2024-06-04,2024-06-10,Regular,Pretoria,Gauteng,Accessories,Sun Hats,1,391.47,0.15,332.75,31.67,Standard
10461,2024-03-23,2024-03-26,Regular,Soweto,Gauteng,Kids Clothing,Summer Dresses,2,492.44,0.2,787.9,210.08,Standard
10462,2024-02-01,2024-02-02,Loyalty Member,Cape Town,Western Cape,Kids Clothing,Winter Jackets,7,442.69,0.3,2169.18,533.98,Standard
10463,2023-09-15,2023-09-19,Loyalty Member,Cape Town,Western Cape,Kids Clothing,Summer Dresses,8,401.15,0,3209.2,739.8,Express
10464,2023-07-01,2023-07-06,Wholesale,Cape Town,Western Cape,Accessories,Belts,6,528.99,0.05,3015.24,577.15,Express
10465,2022-05-02,2022-05-04,Loyalty Member,Cape Town,Western Cape,Accessories,Hair Accessories,8,178.93,0,1431.44,133.08,Standard
10466,2022-07-09,2022-07-12,Regular,Pietermaritzburg,KwaZulu-Natal,Footwear,Slippers,3,169.6,0,508.8,99.94,Standard
10467,2022-12-15,2022-12-20,Regular,Soweto,Gauteng,Footwear,Sneakers,4,486.28,0.15,1653.35,222.65,Standard
10468,2024-04-13,2024-04-15,Regular,Paarl,Western Cape,Accessories,Sun Hats,4,562.22,0.3,1574.22,193.21,Standard
10469,2024-12-07,2024-12-13,Regular,Sandton,Gauteng,Kids Clothing,Pyjama Sets,10,119.42,0,1194.2,127.38,Standard
10470,2024-03-25,2024-03-28,Loyalty Member,Stellenbosch,Western Cape,Footwear,Slippers,3,383.84,0.05,1093.94,110.22,Click and Collect
10471,2024-04-19,2024-04-23,Regular,East London,Eastern Cape,Kids Clothing,Swimwear,4,215.39,0.2,689.25,151.0,Click and Collect
10472,2022-10-01,2022-10-05,Wholesale,Polokwane,Limpopo,Footwear,Slippers,1,306.11,0.2,244.89,47.76,Express
10473,2021-08-16,2021-08-18,Loyalty Member,Cape Town,Western Cape,Kids Clothing,Summer Dresses,3,271.79,0.05,774.6,182.37,Standard
10474,2024-11-10,2024-11-12,Loyalty Member,Richards Bay,KwaZulu-Natal,Kids Clothing,Casual T-Shirts,8,482.64,0.2,3088.9,384.22,Click and Collect
10475,2024-12-21,2024-12-22,Regular,Port Elizabeth,Eastern Cape,Footwear,Slippers,1,240.26,0.1,216.23,53.52,Express
10476,2022-11-03,2022-11-08,Wholesale,Mthatha,Eastern Cape,Kids Clothing,Pyjama Sets,6,541.87,0,3251.22,558.91,Standard
10477,2021-06-12,2021-06-14,Regular,Richards Bay,KwaZulu-Natal,Footwear,Sandals,3,589.44,0.05,1679.9,351.96,Express
10478,2022-12-25,2022-12-27,Regular,Sandton,Gauteng,Kids Clothing,School Uniforms,2,279.14,0.3,390.8,76.87,Standard
10479,2021-08-23,2021-08-28,Loyalty Member,Richards Bay,KwaZulu-Natal,Kids Clothing,Winter Jackets,2,185.06,0.3,259.08,26.16,Standard
10480,2022-05-03,2022-05-04,Loyalty Member,Cape Town,Western Cape,Kids Clothing,Swimwear,4,354.55,0,1418.2,213.24,Click and Collect
10481,2022-08-12,2022-08-16,Regular,Johannesburg,Gauteng,Kids Clothing,Swimwear,4,514.82,0.15,1750.39,312.98,Standard
10482,2023-08-19,2023-08-25,Regular,Richards Bay,KwaZulu-Natal,Kids Clothing,Summer Dresses,5,176.59,0.1,794.66,106.82,Standard
10483,2023-01-05,2023-01-08,Loyalty Member,Pretoria,Gauteng,Kids Clothing,Denim Jeans,5,181.96,0,909.8,256.05,Express
10484,2022-03-08,2022-03-09,Loyalty Member,Stellenbosch,Western Cape,Kids Clothing,Winter Jackets,3,193.63,0,580.89,139.26,Click and Collect
10485,2022-06-15,2022-06-20,Regular,Mokopane,Limpopo,Accessories,Hair Accessories,8,480.94,0.3,2693.26,815.18,Standard
10486,2023-11-23,2023-11-26,Wholesale,Sandton,Gauteng,Footwear,Slippers,3,496.78,0.3,1043.24,168.26,Standard
10487,2024-01-05,2024-01-11,Regular,Sandton,Gauteng,Footwear,Sandals,8,271.27,0.15,1844.64,171.94,Express
10488,2022-05-07,2022-05-08,Loyalty Member,Stellenbosch,Western Cape,Accessories,Belts,7,188.17,0.15,1119.61,251.64,Standard
10489,2021-11-12,2021-11-16,Regular,Stellenbosch,Western Cape,Kids Clothing,Winter Jackets,6,268.19,0.3,1126.4,326.47,Standard
10490,2024-12-14,2024-12-21,Loyalty Member,Pretoria,Gauteng,Accessories,Hair Accessories,7,160.18,0,1121.26,128.35,Standard
10491,2023-02-19,2023-02-26,Regular,Johannesburg,Gauteng,Accessories,Hair Accessories,3,372.47,0,1117.41,142.83,Express
10492,2023-09-16,2023-09-17,Loyalty Member,East London,Eastern Cape,Kids Clothing,Denim Jeans,8,203.51,0,1628.08,190.43,Standard
10493,2024-02-21,2024-02-27,Regular,East London,Eastern Cape,Accessories,Sun Hats,1,149.87,0.1,134.88,26.75,Click and Collect
10494,2023-10-16,2023-10-21,Loyalty Member,Sandton,Gauteng,Kids Clothing,Pyjama Sets,2,279.33,0,558.66,158.03,Standard
10495,2021-03-11,2021-03-15,Regular,Port Elizabeth,Eastern Cape,Kids Clothing,Winter Jackets,7,413.49,0.15,2460.27,225.59,Standard
10496,2021-09-07,2021-09-14,Loyalty Member,Durban,KwaZulu-Natal,Kids Clothing,Winter Jackets,6,510.68,0.1,2757.67,400.28,Express
10497,2023-02-18,2023-02-23,Regular,Pretoria,Gauteng,Kids Clothing,Winter Jackets,8,299.12,0,2392.96,250.26,Standard
10498,2022-04-26,2022-04-28,Loyalty Member,Richards Bay,KwaZulu-Natal,Footwear,School Shoes,7,323.85,0,2266.95,244.78,Standard
10499,2021-08-12,2021-08-15,Loyalty Member,Durban,KwaZulu-Natal,Accessories,Belts,9,478.43,0.15,3659.99,444.07,Standard
10500,2021-04-05,2021-04-12,Regular,Richards Bay,KwaZulu-Natal,Kids Clothing,Summer Dresses,2,305.65,0,611.3,60.31,Express
10501,2024-01-07,2024-01-08,Regular,Paarl,Western Cape,Kids Clothing,School Uniforms,5,111.07,0.1,499.81,120.06,Express
10502,2021-10-07,2021-10-12,Loyalty Member,Port Elizabeth,Eastern Cape,Kids Clothing,Summer Dresses,5,572.88,0.15,2434.74,400.58,Click and Collect
10503,2022-09-19,2022-09-20,Loyalty Member,Paarl,Western Cape,Kids Clothing,Pyjama Sets,4,580.77,0,2323.08,688.56,Standard
10504,2021-04-17,2021-04-24,Loyalty Member,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Pyjama Sets,2,181.23,0.15,308.09,97.21,Standard
10505,2022-07-04,2022-07-11,Regular,Polokwane,Limpopo,Kids Clothing,Casual T-Shirts,6,448.41,0,2690.46,268.35,Standard
10506,2024-05-15,2024-05-20,Wholesale,Richards Bay,KwaZulu-Natal,Kids Clothing,Denim Jeans,7,237.2,0.2,1328.32,166.45,Standard
10507,2024-11-12,2024-11-14,Regular,Paarl,Western Cape,Kids Clothing,Casual T-Shirts,9,424.86,0,3823.74,415.31,Standard
10508,2021-12-06,2021-12-07,Regular,Pretoria,Gauteng,Kids Clothing,Casual T-Shirts,2,207.76,0.2,332.42,84.45,Standard
10509,2023-11-13,2023-11-16,Wholesale,Soweto,Gauteng,Kids Clothing,Summer Dresses,8,144.1,0.1,1037.52,204.85,Standard
10510,2022-01-04,2022-01-10,Regular,Cape Town,Western Cape,Kids Clothing,Summer Dresses,7,397.34,0.15,2364.17,275.8,Express
10511,2021-02-22,2021-02-28,Loyalty Member,Soweto,Gauteng,Kids Clothing,Pyjama Sets,8,339.03,0.1,2441.02,513.07,Express
10512,2021-01-14,2021-01-15,Loyalty Member,Sandton,Gauteng,Kids Clothing,School Uniforms,1,179.2,0.1,161.28,47.15,Standard
10513,2024-03-10,2024-03-16,Loyalty Member,Johannesburg,Gauteng,Kids Clothing,Denim Jeans,9,380.83,0.3,2399.23,515.69,Standard
10514,2021-07-09,2021-07-13,Loyalty Member,Soweto,Gauteng,Kids Clothing,Winter Jackets,6,120.33,0,721.98,79.97,Standard
10515,2021-11-11,2021-11-15,Wholesale,Stellenbosch,Western Cape,Kids Clothing,School Uniforms,4,215.28,0.1,775.01,172.21,Click and Collect
10516,2021-05-04,2021-05-07,Regular,Paarl,Western Cape,Kids Clothing,Swimwear,7,378.71,0.2,2120.78,305.37,Express
10517,2021-06-13,2021-06-18,Loyalty Member,Johannesburg,Gauteng,Kids Clothing,Pyjama Sets,4,260.34,0.15,885.16,106.21,Standard
10518,2024-04-16,2024-04-22,Loyalty Member,Port Elizabeth,Eastern Cape,Kids Clothing,Winter Jackets,5,113.24,0.2,452.96,123.71,Express
10519,2021-12-28,2021-12-28,Regular,Stellenbosch,Western Cape,Kids Clothing,Denim Jeans,8,306.82,0.15,2086.38,565.32,Express
10520,2023-09-26,2023-09-28,Regular,Sandton,Gauteng,Kids Clothing,Denim Jeans,9,320.15,0,2881.35,839.67,Express
10521,2022-10-16,2022-10-18,Wholesale,Richards Bay,KwaZulu-Natal,Kids Clothing,Pyjama Sets,9,501.56,0.2,3611.23,1098.94,Express
10522,2021-09-07,2021-09-10,Regular,Pretoria,Gauteng,Footwear,Sneakers,7,298.23,0,2087.61,484.62,Express
10523,2023-05-21,2023-05-23,Regular,Pretoria,Gauteng,Kids Clothing,Summer Dresses,1,214.25,0.1,192.83,36.91,Standard
10524,2024-07-21,2024-07-22,Regular,Stellenbosch,Western Cape,Kids Clothing,Swimwear,5,424.92,0,2124.6,498.5,Standard
10525,2024-01-02,2024-01-09,Loyalty Member,East London,Eastern Cape,Accessories,Hair Accessories,6,431.55,0,2589.3,453.79,Express
10526,2022-04-04,2022-04-09,Regular,Durban,KwaZulu-Natal,Footwear,Slippers,5,342.19,0,1710.95,234.64,Standard
10527,2023-06-27,2023-06-28,Loyalty Member,Richards Bay,KwaZulu-Natal,Accessories,Sun Hats,3,143.48,0.05,408.92,127.9,Standard
10528,2023-10-02,2023-10-06,Regular,Johannesburg,Gauteng,Kids Clothing,Pyjama Sets,4,580.29,0,2321.16,387.91,Express
10529,2023-01-21,2023-01-26,Loyalty Member,Paarl,Western Cape,Accessories,Sun Hats,5,370.89,0.1,1669.0,389.46,Express
10530,2021-09-28,2021-09-28,Regular,East London,Eastern Cape,Accessories,Scarves,5,135.03,0.05,641.39,97.09,Click and Collect
10531,2022-08-21,2022-08-24,Regular,Mthatha,Eastern Cape,Kids Clothing,Swimwear,2,508.83,0.3,712.36,137.53,Standard
10532,2023-12-14,2023-12-21,Loyalty Member,Cape Town,Western Cape,Kids Clothing,Winter Jackets,7,396.08,0.15,2356.68,444.9,Standard
10533,2021-11-21,2021-11-23,Regular,Richards Bay,KwaZulu-Natal,Kids Clothing,Pyjama Sets,5,249.0,0,1245.0,132.72,Standard
10534,2022-10-22,2022-10-26,Regular,Pietermaritzburg,KwaZulu-Natal,Accessories,Sun Hats,5,177.47,0.15,754.25,205.07,Standard
10535,2024-06-06,2024-06-10,Regular,Mthatha,Eastern Cape,Accessories,Belts,10,408.58,0,4085.8,1282.09,Standard
10536,2022-01-13,2022-01-18,Regular,Sandton,Gauteng,Accessories,Sun Hats,10,148.85,0.2,1190.8,316.28,Click and Collect
10537,2024-02-08,2024-02-14,Regular,Stellenbosch,Western Cape,Kids Clothing,Summer Dresses,7,525.73,0.05,3496.1,1114.73,Standard
10538,2022-07-06,2022-07-10,Regular,Durban,KwaZulu-Natal,Kids Clothing,Denim Jeans,8,551.74,0.15,3751.83,825.02,Express
10539,2021-01-16,2021-01-18,Regular,Mthatha,Eastern Cape,Kids Clothing,Casual T-Shirts,7,464.41,0.1,2925.78,285.36,Standard
10540,2021-06-08,2021-06-12,Wholesale,Mthatha,Eastern Cape,Accessories,Belts,1,91.73,0.2,73.38,11.2,Standard
10541,2023-03-18,2023-03-19,Regular,Sandton,Gauteng,Kids Clothing,Winter Jackets,8,156.28,0.15,1062.7,266.17,Standard
10542,2023-02-11,2023-02-12,Loyalty Member,Tzaneen,Limpopo,Footwear,Sneakers,7,233.29,0.1,1469.73,333.78,Express
10543,2023-09-11,2023-09-15,Loyalty Member,East London,Eastern Cape,Kids Clothing,Summer Dresses,9,524.05,0.3,3301.51,306.29,Standard
10544,2022-03-02,2022-03-06,Regular,Soweto,Gauteng,Accessories,Hair Accessories,1,314.18,0.3,219.93,41.76,Standard
10545,2022-02-12,2022-02-13,Regular,Stellenbosch,Western Cape,Kids Clothing,Denim Jeans,5,376.26,0.05,1787.23,393.28,Click and Collect
10546,2022-07-03,2022-07-05,Regular,Richards Bay,KwaZulu-Natal,Kids Clothing,Winter Jackets,2,290.03,0,580.06,162.92,Standard
10547,2021-08-27,2021-08-28,Loyalty Member,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Pyjama Sets,1,257.01,0,257.01,61.04,Click and Collect
10548,2023-12-24,2023-12-28,Loyalty Member,Pretoria,Gauteng,Footwear,Sneakers,6,496.05,0,2976.3,628.94,Express
10549,2021-07-09,2021-07-11,Regular,Stellenbosch,Western Cape,Accessories,Sun Hats,7,486.54,0.1,3065.2,721.3,Click and Collect
10550,2022-02-10,2022-02-14,Loyalty Member,Mthatha,Eastern Cape,Kids Clothing,Pyjama Sets,10,155.96,0,1559.6,436.21,Standard
10551,2024-08-13,2024-08-17,Regular,Soweto,Gauteng,Kids Clothing,Winter Jackets,10,184.04,0.2,1472.32,150.63,Standard
10552,2024-11-08,2024-11-14,Wholesale,Durban,KwaZulu-Natal,Kids Clothing,Pyjama Sets,9,131.82,0.3,830.47,153.61,Click and Collect
10553,2024-05-05,2024-05-07,Loyalty Member,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Winter Jackets,10,113.34,0,1133.4,340.19,Standard
10554,2024-07-04,2024-07-08,Loyalty Member,Richards Bay,KwaZulu-Natal,Kids Clothing,Denim Jeans,2,481.01,0,962.02,103.27,Express
10555,2022-03-27,2022-03-28,Loyalty Member,Stellenbosch,Western Cape,Kids Clothing,Denim Jeans,8,475.25,0.3,2661.4,611.36,Standard
10556,2022-04-06,2022-04-07,Regular,Richards Bay,KwaZulu-Natal,Footwear,Boots,9,98.14,0.2,706.61,76.32,Standard
10557,2024-08-23,2024-08-27,Loyalty Member,Mthatha,Eastern Cape,Kids Clothing,Denim Jeans,10,272.97,0.2,2183.76,596.41,Standard
10558,2022-01-07,2022-01-08,Wholesale,Mthatha,Eastern Cape,Accessories,Sun Hats,8,419.8,0.05,3190.48,588.93,Express
10559,2022-02-10,2022-02-17,Regular,Soweto,Gauteng,Kids Clothing,Summer Dresses,8,580.57,0.3,3251.19,275.41,Standard
10560,2022-04-10,2022-04-15,Regular,East London,Eastern Cape,Kids Clothing,Pyjama Sets,7,588.54,0.3,2883.85,740.86,Standard
10561,2023-01-16,2023-01-20,Regular,Soweto,Gauteng,Kids Clothing,School Uniforms,7,382.97,0,2680.79,386.79,Express
10562,2024-02-16,2024-02-21,Regular,Tzaneen,Limpopo,Kids Clothing,Summer Dresses,5,459.37,0.3,1607.79,261.3,Standard
10563,2022-10-22,2022-10-25,Loyalty Member,Mokopane,Limpopo,Kids Clothing,Winter Jackets,7,578.5,0.15,3442.07,932.92,Express
10564,2022-10-07,2022-10-10,Loyalty Member,Durban,KwaZulu-Natal,Kids Clothing,Summer Dresses,3,397.93,0,1193.79,322.84,Click and Collect
10565,2024-05-08,2024-05-10,Regular,Johannesburg,Gauteng,Kids Clothing,Pyjama Sets,3,178.1,0,534.3,146.2,Standard
10566,2021-10-08,2021-10-09,Regular,Soweto,Gauteng,Kids Clothing,Winter Jackets,1,481.75,0.1,433.57,127.95,Click and Collect
10567,2021-12-02,2021-12-06,Wholesale,Durban,KwaZulu-Natal,Footwear,Slippers,2,509.04,0,1018.08,205.4,Standard
10568,2021-04-12,2021-04-14,Regular,Richards Bay,KwaZulu-Natal,Kids Clothing,Pyjama Sets,2,167.69,0.15,285.07,45.7,Standard
10569,2022-08-14,2022-08-21,Loyalty Member,Durban,KwaZulu-Natal,Kids Clothing,Winter Jackets,9,176.34,0.1,1428.35,241.94,Express
10570,2023-11-22,2023-11-24,Regular,Paarl,Western Cape,Kids Clothing,Swimwear,7,299.84,0.2,1679.1,496.23,Click and Collect
10571,2023-01-15,2023-01-17,Loyalty Member,Richards Bay,KwaZulu-Natal,Accessories,School Bags,6,249.55,0,1497.3,275.77,Standard
10572,2021-11-21,2021-11-23,Wholesale,Port Elizabeth,Eastern Cape,Accessories,Belts,5,302.85,0.1,1362.83,345.03,Standard
10573,2023-01-27,2023-01-28,Wholesale,Mthatha,Eastern Cape,Footwear,Boots,4,541.67,0.3,1516.68,375.22,Click and Collect
10574,2024-04-10,2024-04-11,Regular,Stellenbosch,Western Cape,Footwear,Sandals,9,594.88,0.1,4818.53,632.66,Standard
10575,2023-09-11,2023-09-18,Regular,Durban,KwaZulu-Natal,Footwear,Slippers,5,212.08,0.1,954.36,242.75,Click and Collect
10576,2021-12-02,2021-12-09,Regular,Sandton,Gauteng,Footwear,School Shoes,8,240.96,0,1927.68,363.86,Click and Collect
10577,2022-06-10,2022-06-13,Loyalty Member,Richards Bay,KwaZulu-Natal,Kids Clothing,Casual T-Shirts,9,465.13,0,4186.17,664.28,Standard
10578,2023-08-04,2023-08-06,Regular,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Summer Dresses,8,198.54,0,1588.32,267.84,Standard
10579,2024-05-19,2024-05-23,Loyalty Member,Pietermaritzburg,KwaZulu-Natal,Accessories,Hair Accessories,3,162.62,0,487.86,95.79,Standard
10580,2021-12-07,2021-12-11,Wholesale,Pretoria,Gauteng,Kids Clothing,School Uniforms,10,523.68,0,5236.8,570.85,Standard
10581,2021-09-05,2021-09-06,Regular,Sandton,Gauteng,Kids Clothing,Swimwear,3,161.49,0.2,387.58,35.53,Click and Collect
10582,2023-04-06,2023-04-13,Regular,Durban,KwaZulu-Natal,Kids Clothing,Swimwear,1,301.96,0.1,271.76,58.64,Click and Collect
10583,2024-08-27,2024-08-28,Loyalty Member,Port Elizabeth,Eastern Cape,Kids Clothing,Casual T-Shirts,8,429.28,0,3434.24,988.8,Standard
10584,2024-07-08,2024-07-12,Wholesale,Johannesburg,Gauteng,Accessories,Scarves,2,530.64,0,1061.28,230.59,Express
10585,2023-09-21,2023-09-22,Regular,Durban,KwaZulu-Natal,Footwear,Slippers,1,577.22,0.05,548.36,142.65,Standard
10586,2021-02-22,2021-02-27,Regular,Cape Town,Western Cape,Kids Clothing,Swimwear,10,315.56,0.15,2682.26,473.24,Standard
10587,2021-06-14,2021-06-16,Regular,Sandton,Gauteng,Kids Clothing,School Uniforms,9,174.76,0,1572.84,194.78,Express
10588,2022-05-14,2022-05-20,Wholesale,Paarl,Western Cape,Kids Clothing,Pyjama Sets,1,240.99,0,240.99,37.79,Standard
10589,2023-05-13,2023-05-20,Regular,Port Elizabeth,Eastern Cape,Footwear,Slippers,4,340.42,0.2,1089.34,335.35,Standard
10590,2023-08-18,2023-08-22,Regular,Cape Town,Western Cape,Kids Clothing,School Uniforms,5,371.58,0,1857.9,258.46,Standard
10591,2022-05-19,2022-05-23,Loyalty Member,Pretoria,Gauteng,Kids Clothing,Denim Jeans,3,487.83,0.2,1170.79,363.79,Standard
10592,2021-01-27,2021-01-28,Regular,Mokopane,Limpopo,Accessories,School Bags,1,565.09,0.3,395.56,57.59,Standard
10593,2024-06-27,2024-06-28,Regular,Paarl,Western Cape,Kids Clothing,Denim Jeans,10,124.67,0,1246.7,218.01,Standard
10594,2022-12-18,2022-12-21,Loyalty Member,Port Elizabeth,Eastern Cape,Accessories,Scarves,6,412.94,0.3,1734.35,252.39,Express
10595,2023-06-07,2023-06-11,Regular,Tzaneen,Limpopo,Footwear,School Shoes,10,332.03,0,3320.3,801.68,Standard
10596,2024-07-18,2024-07-19,Loyalty Member,Richards Bay,KwaZulu-Natal,Kids Clothing,Swimwear,8,431.85,0.15,2936.58,920.0,Standard
10597,2023-07-06,2023-07-13,Wholesale,Richards Bay,KwaZulu-Natal,Kids Clothing,Winter Jackets,4,315.73,0.05,1199.77,309.97,Express
10598,2023-04-03,2023-04-10,Loyalty Member,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Casual T-Shirts,6,107.77,0.3,452.63,134.47,Express
10599,2022-01-07,2022-01-14,Loyalty Member,Durban,KwaZulu-Natal,Kids Clothing,Casual T-Shirts,3,370.41,0,1111.23,106.33,Standard
10600,2021-03-09,2021-03-14,Loyalty Member,Mthatha,Eastern Cape,Kids Clothing,Swimwear,1,594.9,0.1,535.41,130.3,Click and Collect
10601,2021-07-21,2021-07-27,Loyalty Member,Polokwane,Limpopo,Kids Clothing,Swimwear,7,228.76,0.3,1120.92,222.99,Standard
10602,2021-12-08,2021-12-09,Regular,Soweto,Gauteng,Kids Clothing,Casual T-Shirts,4,259.7,0,1038.8,329.99,Standard
10603,2024-02-08,2024-02-10,Regular,Stellenbosch,Western Cape,Footwear,School Shoes,8,309.29,0,2474.32,549.81,Express
10604,2023-05-08,2023-05-09,Loyalty Member,Sandton,Gauteng,Footwear,Slippers,4,570.21,0.3,1596.59,420.52,Express
10605,2021-02-02,2021-02-03,Loyalty Member,Johannesburg,Gauteng,Kids Clothing,Swimwear,8,116.94,0.2,748.42,71.69,Express
10606,2021-05-28,2021-05-28,Regular,Soweto,Gauteng,Kids Clothing,Pyjama Sets,10,94.41,0.2,755.28,144.57,Standard
10607,2021-06-21,2021-06-27,Regular,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,School Uniforms,2,95.27,0,190.54,42.36,Express
10608,2022-11-17,2022-11-20,Loyalty Member,Soweto,Gauteng,Kids Clothing,Summer Dresses,3,495.48,0,1486.44,164.46,Standard
10609,2023-05-19,2023-05-24,Regular,Durban,KwaZulu-Natal,Footwear,Sneakers,6,583.84,0,3503.04,328.43,Standard
10610,2021-07-12,2021-07-14,Wholesale,Mokopane,Limpopo,Footwear,Sneakers,4,429.61,0.3,1202.91,269.38,Standard
10611,2023-10-10,2023-10-14,Regular,Johannesburg,Gauteng,Footwear,School Shoes,8,200.9,0,1607.2,374.97,Express
10612,2024-10-07,2024-10-09,Loyalty Member,Sandton,Gauteng,Kids Clothing,Casual T-Shirts,3,510.3,0,1530.9,255.78,Standard
10613,2021-09-04,2021-09-06,Loyalty Member,Pretoria,Gauteng,Accessories,Scarves,1,586.41,0.05,557.09,71.02,Standard
10614,2023-12-06,2023-12-09,Regular,Port Elizabeth,Eastern Cape,Kids Clothing,Swimwear,5,553.43,0,2767.15,773.55,Standard
10615,2021-06-07,2021-06-10,Loyalty Member,Sandton,Gauteng,Footwear,Slippers,10,538.65,0,5386.5,584.1,Click and Collect
10616,2022-04-07,2022-04-12,Regular,Sandton,Gauteng,Kids Clothing,Pyjama Sets,4,558.72,0.05,2123.14,605.23,Standard
10617,2022-06-08,2022-06-09,Loyalty Member,Pietermaritzburg,KwaZulu-Natal,Accessories,Belts,8,195.71,0,1565.68,420.1,Express
10618,2021-03-17,2021-03-21,Loyalty Member,Richards Bay,KwaZulu-Natal,Kids Clothing,Denim Jeans,8,180.29,0.15,1225.97,252.69,Standard
10619,2024-08-09,2024-08-14,Regular,Johannesburg,Gauteng,Accessories,Hair Accessories,4,290.91,0.1,1047.28,190.61,Standard
10620,2022-06-09,2022-06-14,Regular,Cape Town,Western Cape,Kids Clothing,Summer Dresses,10,109.98,0.15,934.83,170.39,Standard
10621,2024-06-26,2024-06-28,Regular,Soweto,Gauteng,Kids Clothing,Winter Jackets,2,272.14,0,544.28,82.01,Standard
10622,2021-05-08,2021-05-09,Regular,Stellenbosch,Western Cape,Kids Clothing,Summer Dresses,6,216.51,0.1,1169.15,147.03,Express
10623,2022-12-24,2022-12-28,Loyalty Member,Port Elizabeth,Eastern Cape,Kids Clothing,Winter Jackets,7,571.37,0,3999.59,773.04,Standard
10624,2022-07-08,2022-07-10,Regular,Durban,KwaZulu-Natal,Kids Clothing,Swimwear,9,475.39,0.3,2994.96,484.46,Standard
10625,2022-07-25,2022-07-28,Regular,Soweto,Gauteng,Kids Clothing,Winter Jackets,3,383.53,0,1150.59,176.43,Express
10626,2024-11-27,2024-11-28,Regular,Soweto,Gauteng,Footwear,Slippers,5,255.3,0,1276.5,276.0,Standard
10627,2022-03-11,2022-03-16,Wholesale,Richards Bay,KwaZulu-Natal,Kids Clothing,Casual T-Shirts,7,193.14,0.2,1081.58,103.06,Standard
10628,2024-02-11,2024-02-16,Loyalty Member,Mokopane,Limpopo,Kids Clothing,School Uniforms,9,179.59,0.3,1131.42,97.8,Standard
10629,2024-05-07,2024-05-09,Regular,Johannesburg,Gauteng,Kids Clothing,School Uniforms,3,255.65,0.2,613.56,106.68,Click and Collect
10630,2022-09-14,2022-09-18,Wholesale,Pietermaritzburg,KwaZulu-Natal,Accessories,Sun Hats,4,246.98,0.3,691.54,81.68,Standard
10631,2023-10-07,2023-10-12,Regular,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Summer Dresses,8,121.62,0.2,778.37,175.26,Standard
10632,2023-10-16,2023-10-20,Loyalty Member,Johannesburg,Gauteng,Kids Clothing,Casual T-Shirts,6,446.16,0.1,2409.26,418.88,Express
10633,2022-07-08,2022-07-10,Regular,Mthatha,Eastern Cape,Kids Clothing,Pyjama Sets,3,445.25,0,1335.75,233.02,Click and Collect
10634,2022-03-09,2022-03-15,Loyalty Member,Johannesburg,Gauteng,Footwear,Sandals,8,298.75,0,2390.0,762.11,Standard
